@relation dataset_training

@attribute 'isi pengaduan' string
@attribute 'instansi tujuan' {'Dinas Lingkungan Hidup Dan Kebersihan Kota Denpasar','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar','Dinas Perhubungan Kota Denpasar','PDAM Kota Denpasar'}

@data
'mati banjir ya beli air ganggu karet sobek lokasi jalan gunung lebah gang vi no inovemberasi','PDAM Kota Denpasar'
'air mati kemarin pagi alir kerja sekolah pagi mandi butuh terus keluh masalah solusi depan lokasi daerah padang sambi kelod','PDAM Kota Denpasar'
'tanggap air pdam mati musim hujan mati musim kemarau alam cantum keluh masyarakat langgar pdam tanggap alam banjir hujan sampah copy paste keluh langgar pdam jawab copy paste mohon solusi fokus solusi sebab fokus langgar pdam solusi tindak konkret ambil pdam hindar masalah klasik','PDAM Kota Denpasar'
'hidup air pdam pasti','PDAM Kota Denpasar'
'mohon bantu instansi wenang tangan kemarin siang air pdam jalan turi banjar ujung dentim mati air bersih giat mck masak mohon tindak lanjut','PDAM Kota Denpasar'
'air alir kemarin bayang aktivitas air lokasi jalan gunung kawi','PDAM Kota Denpasar'
'hari ancam mati minggu cuci','PDAM Kota Denpasar'
'air pam mati hari nyala mati','PDAM Kota Denpasar'
'mohon ditindaklanjuti air pdam jalan buana taman padang sambi mati pagi sore malam alir kadang mati total ganggu aktivitas rumah tangga air mati bayar air mahal','PDAM Kota Denpasar'
'tahun air hidup malam pagi jam mati memang warga denpasar vampir kalong coba rasa pegawai negeri hormat petisi pdam baik ya pdam siksa warga cuci malam pagi','PDAM Kota Denpasar'
'maaf rumah jalan kebo iwa banjar pagut gang merpati no mati tolong tindak lanjut','PDAM Kota Denpasar'
'begadang tampung air kemarin air mati jam tetes sila cek lapang hidup gang ken umang cek cari rumah no nomor enam air lancar','PDAM Kota Denpasar'
'mohon bantu instansi kait tangan air mati jalan turi banjar ujung kesiman air bersih giat mck masak terima kasih','PDAM Kota Denpasar'
'ijin lapor mohon bantu kait pdam bocor jalan lubang jalan antasura banjar punduh kulit desa peguyangan kaja','PDAM Kota Denpasar'
'selamat siang lapor air mati kemarin air nyala mohon bantu air mati nyala malam jam lokasi jalan cokrominoto no c soto ayam cak jawir seberang sd ubung puskesmas ubung terima kasih','PDAM Kota Denpasar'
'air alir mohon laku kece karna mck lokasi jalan bal i','PDAM Kota Denpasar'
'tolong air mati alamat jalan cokroaminoto gang nusa indah no banjar batur ubung','PDAM Kota Denpasar'
'air keruh minum lokasi gang buana mekar ii','PDAM Kota Denpasar'
'pipa pdam tahun bocor mohon baik lokasi jalan tegal dukuh ix','PDAM Kota Denpasar'
'layan kantor pdam kurang pegawai loket layan bagi keluh bayar loket pegawai full loket cepat antre jam istirahat cepat selesai kurang pegawai cari maksimal kerja pdam kota denpasar','PDAM Kota Denpasar'
'mohon info a yani utara perum yani permai masuk pdam','PDAM Kota Denpasar'
'pdam mohon bantu follow up thp bocor pipa pdam perum swamandala jalan kebo iwa utara padangsambian kaja denbar tepat rumah kost graha damar bocor genang jalan raya terima kasih','PDAM Kota Denpasar'
'selamat siang pdam denpasar jarang masuk aplikasi aplikasi bayar','PDAM Kota Denpasar'
'alir air daerah pemogan tinggal jalan pulau galang rumah permata ayu alir air kemarin malam lantai mohon balas tindak terima kasih','PDAM Kota Denpasar'
'pdam tolong alir air gunung banjir bilang kemarin hujan hari air sungai luap hujan sungai ering lokasi jalan gn salak gang saridewi','PDAM Kota Denpasar'
'air mati jam pagi tetes alir','PDAM Kota Denpasar'
'mohon ditindaklanjuti air pdam mati putar jalan subur','PDAM Kota Denpasar'
'pipa pdam bocor perum swamandala rumah no m bocor mohon tangan','PDAM Kota Denpasar'
'debit air pdam denpasar lemah siram tanam','PDAM Kota Denpasar'
'bocor pipa pdam kota denpasar jalan tangkuban perahu wilayah banjar buana desa moga cepat atensi milik utilitas','PDAM Kota Denpasar'
'air pdam kotor jalan siul kades tatih dangri mohon cek','PDAM Kota Denpasar'
'bos air mati mati pagi lokasi jalan sekar jepun no gatot subroto timur denpasar bal','PDAM Kota Denpasar'
'air alir pagi nyepi mandi cuci jalan gunung salak selatan gang saridewi','PDAM Kota Denpasar'
'saran pdam kota denpasar baik siang pagi jadwal mandi','PDAM Kota Denpasar'
'air pdam jalan sedap malam mati pagi mohon kait tindak lanjut terima kasih','PDAM Kota Denpasar'
'air mati jalan sekar jepun gatsu timur','PDAM Kota Denpasar'
'air alir lokasi jalan sekar','PDAM Kota Denpasar'
'jalan nangka pdam hari air pdam mati alir pagi kemarin layan pdam tolong beritahu air tanggung','PDAM Kota Denpasar'
'om swaatyastu selamat pagi kemarin air pdam jalan nangka selatan mati alias alir pemberitahuan pdam alir pdam beda lambat bayar tagih pdam cepat pemberitahuan segel hormat','PDAM Kota Denpasar'
'mohon bantu instansi kait jalan nuansa hijau utama xi a dusun tegal kor kaja desa ubung kaja salur pipa pdam alami bocor terima kasih perhati kerja sama','PDAM Kota Denpasar'
'mohon cek jalan pulau galang denpasar pdam total tetes jam malam','PDAM Kota Denpasar'
'mohon instansi kait jalan nangka karna pipa bocor aspal jalan','PDAM Kota Denpasar'
'mohon cek pdam rumah minggu alir tugas malam alir alir jalan lembu sora gang no denpasar','PDAM Kota Denpasar'
'lapor pipa pdam bocor gang jalan cokroaminoto gang pucuksari utara i ubung','PDAM Kota Denpasar'
'air mati pagi s d malam lokasi jalan permata gatsu','PDAM Kota Denpasar'
'lubang pdam timbun bahaya kendara jalan nangka utara toko bangun adu lina nangka utara','PDAM Kota Denpasar'
'tiang lapor bocor pipa pdam jalan trengguli no denpasar mohon ditindaklanjuti alir air ganggu','PDAM Kota Denpasar'
'mohon cek kilometer rumah tutup air alir mohon tugas alamat jalan padma kampus ngurah rai gang jepun no tunggu','PDAM Kota Denpasar'
'mohon cek salur pipa pdam bocor tanggal juli alamat','PDAM Kota Denpasar'
'air pdam i jalan pulau galang pemogan pagi jam','PDAM Kota Denpasar'
'hasil periksa laboratorium air minum baharu','PDAM Kota Denpasar'
'air pdam jalan sedap malam gang seruni pantau tekan lemah jam sibuk pagi sore bulan tolong dinas kait cek lapang','PDAM Kota Denpasar'
'rumah bocor pipa milik pdam lapor tangan jalan bongkar aspal mohon pdam kota denpasar kait aspal lubang pdam jalan aspal bagus terima kasih','PDAM Kota Denpasar'
'pipa bekas gali pdam simpang tiga kendedes poh gading ganggu kondusif jalan bahaya kendara mohon ditindaklanjuti','PDAM Kota Denpasar'
'mohon tindak lanjut bobrok jalan aspal tambah sambung pdam timbun tanah hasil gali aspal jalan waturenggong no kendara jalan raya korban laka lantas ringan mohon tindak aspal jala','PDAM Kota Denpasar'
'air pdam pagi sore daerah renon jalan tukad balian mati total pemberitahuan konfirmasi','PDAM Kota Denpasar'
'pipa pdam bocor d jalan air deras mohon cek posisi belah pos kamling jalan karang sari i','PDAM Kota Denpasar'
'mohon atensi cepat warga masyarakat tinggal jalan krakatau lingkung banjar tegalangon banjar tegal dukuh anyar tegal kawan tri tunggal pagi pdam alami mati air pam alir ganggu proses kerja rumah tangga sekian lapor moga tangan','PDAM Kota Denpasar'
'kemarin tanggal septemberember wita tanggal september air pdam mati alir tinggal jalan segina iv putar teuku umar barat tolong ditindaklanjuti ganggu aktivitas terima kasih','PDAM Kota Denpasar'
'langsung topik minggu air pdam rumah alir mati hidup jam jam tindak air alir','PDAM Kota Denpasar'
'selamat malam air pdam pura susun wadon serang mati lancar pagi','PDAM Kota Denpasar'
'selamat siang instansi kait lapor masalah keran kilometer rumah alami bocor air pdam alir mohon instansi kirim tenaga teknis ecek keran','PDAM Kota Denpasar'
'aju adu adu kemarin keluh air pdam mati tindak lanjut air alir air alami mati alir durasi tulis jam air alir mati alir air sebab debit air rusa pipa air alir alamat jalan nagasari no tatih denpasar timur sdan tatih','PDAM Kota Denpasar'
'pdam area tukad gerinding waturenggong mati bayar lancar','PDAM Kota Denpasar'
'selamat pagi pihak pdam kota denpasar lapor keran kilometer alami rusa air alir mohon ditindaklanjuti kalo ganti pdam minggu servis bocor tiang ingat mohon ganti mohon atensi tindak lanjut alamat jalan padma huni beteng sari no x denpasar utara','PDAM Kota Denpasar'
'air pdam alir sulit masak mandi mohon bantu tindaklanjuti','PDAM Kota Denpasar'
'jam air pdam mati alir tinggal jalan segina iv putar teuku umar barat tolong ditindaklanjuti ganggu aktivitas terima kasih','PDAM Kota Denpasar'
'mohon ditindaklanjuti air pdam lancar tinggal jalan anyelir gang rama iiia no denpasar timur pagi mati jalan hidup tentu mohon tindak karna rumah kos anak bayi mandi masak aktivitas','PDAM Kota Denpasar'
'mohon baik salur air pdam bocor jalan lembu sura tiga banjar pohgading ubung kaja','PDAM Kota Denpasar'
'selamat pagi jam pagi air pdam tinggal mati hal kemarin pagi jam mohon ditindaklanjuti air mati pagi aktivitas masak mandi ganggu kondisi bayi anak tolong tanggap jalan anyelir gang rama iii a no','PDAM Kota Denpasar'
'selamat siang informasi air mati kemarin siang nyala mohon bantu proses terima kasih lokasi jalan cokroanimoto no c puskesmas ubung sd ubung terima kasih','PDAM Kota Denpasar'
'dear pdam denpasar kota mohon baik alir air mati hubung kontak center pdam denpasar tangan bayar bulan layan lokasi soto ayam cak jawir jalan cokroaminoto no c banjarsari ubung denpasar seberang puskesmas ubung terima kasih','PDAM Kota Denpasar'
'air daerah mati tampung air kait air hidup pas ambil foto tanggap adu besok mati mati air bayar pdam air mati syukur alir alir pagi tolong cepat tangan lokasi jalan nagasari no','PDAM Kota Denpasar'
'bos air pagi air mati minggu layan pdam muas air pagi jam jam malam alir jam alir tolong layan baik','PDAM Kota Denpasar'
'angkat angkat galon air isi ulang pdam mati sore jalan nangka selatan','PDAM Kota Denpasar'
'mohon ditindaklanjuti keluh kali air pdam pagi jam  detik jam mati alir tolong proses jalan anyelir gang rama iii a no denpasar timur','PDAM Kota Denpasar'
'air pam pdam jalan noja mati hidup malam alir mati selatan jalan utara jalan alir alir deras sungguh aneh mohon kait hidup alir air pdam selatan jalan noja','PDAM Kota Denpasar'
'pdam pagi mati bagus mati total tolong alamat jalan noja dukuh no gatot subroto timur','PDAM Kota Denpasar'
'air bocor trotoar mohon cek lokasi jalan ponogoro bpr anugrah','PDAM Kota Denpasar'
'bos air mati air pagi siang sore alir bos malam jam alir sakit pdam kambuh bos tolong baik layan','PDAM Kota Denpasar'
'dear pdam kota denpasar tolong layan air area kesiman kertalangu tepat jalan gumitir area perum nuansa sandat pagi tanggal november hidup mohon ditindaklanjuti tim pdam denpasar','PDAM Kota Denpasar'
'pagi bayar pasang tugas layan pdam jaga loket no antre jam no panggil','PDAM Kota Denpasar'
'jabat pdam kota denpasar air pdam denpasar rumah jalan indrajaya ubung kaja sore normal mohon baik terimakasihhh','PDAM Kota Denpasar'
'halo dir pdam denpasar tanggal november november wita air pdam jalan nuansa indah iii no banjar batu makeem ubung kaja alir baik guna air gilir gilir jam jatah himbauannya tampung air laku tampung air hujan terima kasih','PDAM Kota Denpasar'
'air pdam lingkung banjar lepang desa padangsambian kaja keruh bau minggu normal keruh bau mohon perhati instansi kait layan citra pdam jaga lokasi keruh cek jalan nangkasari pro denpasar','PDAM Kota Denpasar'
